formula,PROPERTY: Nearest DFT Formation Energy (eV),PROPERTY: Tg (K),PROPERTY: Tl (K),PROPERTY: Tx (K),PROPERTY: Trg,PROPERTY: $\gamma$,PROPERTY: $\omega$
Ti53Cu15Ni18.5Al7Si3Hf3B0.5,-6.372326558,695,1230,749,0.56504,0.38909,0.205824843
Ti53Cu15Ni18.5Al7Si3Sc3B0.5,-6.372326558,709,1240,767,0.57177,0.39354,0.196827146
Ti55Zr10Cu9Ni8Be18,-6.730881408,629,1013,667,0.62093,0.40621,0.176890964
Ti60Zr5Be18Cu9Ni8,-6.772801443,638,1085,672,0.588,0.39,0.208835987
Ti65Be18Cu9Ni8,-6.772801443,635,1136,670,0.558,0.378,0.230652216
Zr26Ti10Cu8Ni8Be20Y4Mg24,-3.806512813,650,951,700,0.68349,0.43723,0.11657865
Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,-7.601479873,670,1029,712,0.65112,0.41907,0.152311324
Zr36Nb12Cu10Ni8Be20Y2Mg12,-7.601479873,653,1029,733,0.6346,0.43579,0.114403386
Zr38.5Ti16.5Ni9.75Cu15.25Be20,-7.019703618,630,1003,678,0.62812,0.41519,0.15762
Zr39.88Ti15.12Ni9.98Cu13.77Be21.25,-7.019703618,629,1006,686,0.62525,0.41957,0.14749
Zr40Ti15Cu11Ni11Be21.5YMg0.5,-7.019703618,630,975,674,0.64615,0.41994,0.149671471
Zr41.2Ti13.8Cu12.5Ni10Be22.5,-7.019703618,623,996,672,0.6255,0.41507,0.15747
Zr41Ti14Cu12.5Ni2Be22.5C8,-7.019703618,629,992,727,0.63407,0.44849,0.089134504
Zr41Ti14Cu12.5Ni8Be22.5C2,-7.019703618,628,997,683,0.62989,0.42031,0.146550208
Zr42.63Ti12.37Cu11.25Ni10Be23.75,-7.019703618,623,1057,712,0.5894,0.42381,0.13333
Zr44Cu51Al5,-6.262430371,719,1189,767,0.605,0.401,0.184
Zr44Ti11Cu10Ni10Be25,-7.019703618,625,1206,739,0.51824,0.4036,0.16305
Zr45.38Ti9.62Cu8.75Ni10Be26.25,-6.74168478,623,1239,740,0.50282,0.39742,0.17272
Zr45Cu47Al8,-6.262430371,722,1195,782,0.604,0.408,0.17
Zr45Cu48Al7,-6.262430371,720,1188,778,0.606,0.408,0.17
Zr45Cu49Al6,-6.262430371,717,1178,764,0.609,0.403,0.182
Zr46.25Ti8.25Cu7.5Ni10Be27.5,-6.74168478,622,1185,727,0.525,0.402,0.167136971
Zr46.75Ti8.25Cu7.5Ni10Be27.5,-6.74168478,622,1185,727,0.52489,0.40232,0.16714
Zr46.75Ti8.25Cu8.25Ni10Be275,-4.79077793,595,1050,,0.567,,
Zr46Cu44Al10,-6.262430371,726,1223,782,0.594,0.401,0.183
Zr46Cu49Al5,-6.262430371,711,1193,762,0.596,0.4,0.186
Zr47Cu45Al8,-6.262430371,714,1218,772,0.586,0.4,0.186
Zr47Cu49Al4,-6.262430371,704,1204,750,0.585,0.393,0.201
Zr48Cu34Pd2Ag8Al8,-6.466345613,699,1140,794,0.613,0.43176,0.120156203
Zr48Cu36Ag8Al8,-6.466345613,690,1143,791,0.604,0.43153,0.119450052
Zr48Cu37Al7Ag8,-6.466345613,698,1125,765,0.62044,0.41964,0.146646918
Zr48Cu40Al7Ag5,-6.466345613,699,1121,769,0.62355,0.42253,0.140841103
Zr48Cu42Al7Ag3,-6.262430371,700,1135,763,0.61674,0.4158,0.154487873
Zr48Cu43Al7Ag2,-6.262430371,700,1152,761,0.60764,0.41091,0.163902183
Zr48Cu46Al6,-6.262430371,706,1192,762,0.592,0.401,0.183
Zr48Nb8Cu12Fe8Be24,-6.197019785,658,1071,751,0.61438,0.43436,0.115031116
Zr48Nb8Cu14Ni12Be18,-6.197019785,656,1072,724,0.61194,0.41898,0.146819163
Zr49Cu44Al7,-6.262430371,704,1184,764,0.595,0.405,0.176
Zr49Cu45Al6,-6.262430371,704,1187,758,0.593,0.401,0.184
Zr49Cu46Al5,-6.262430371,701,1195,750,0.587,0.396,0.195
Zr49Cu47Al4,-6.262430371,697,1208,745,0.577,0.391,0.204
Zr50Cu36Al14,-6.399153005,724,1188,771,0.609,0.403,0.182
Zr50Cu38Ag12,-6.466345613,663,1187,734,0.5586,0.3968,0.186511489
Zr50Cu38Al12,-6.466345613,722,1170,774,0.617,0.409,0.17
Zr50Cu40Ag10,-6.466345613,667,1177,733,0.5667,0.3975,0.186532363
Zr50Cu40Al10,-6.466345613,714,1176,770,0.607,0.407,0.172
Zr50Cu43Ag7,-6.262430371,669,1171,727,0.5713,0.3951,0.193046466
Zr50Cu43Al7,-6.262430371,703,1181,792,0.595,0.405,0.141
Zr50Cu45Ag5,-6.262430371,669,1188,728,0.5631,0.392,0.19844026
Zr50Cu48Ag2,-6.262430371,668,1192,719,0.5604,0.3866,0.210788137
Zr51Cu20.7Ni12Al16.3,-6.399153005,722,1132,800,0.63781,0.4315,0.123643018
Zr52.5Cu17.9Ni14.5Al10Ti5,-6.812474423,661,1091,,0.606,,
Zr52Cu38Al10,-6.466345613,705,1181,767,0.606,0.411,0.172
Zr53Al14Ni10Cu19Y4,-6.399153005,668,1069,766,0.62488,0.44099,0.102920895
Zr54Al15Ni10Cu19Y2,-6.399153005,714,1112,787,0.64209,0.431,0.125205023
Zr54Cu36Al10,-6.466345613,698,1176,763,0.594,0.407,0.17
Zr54Cu38Al8,-6.466345613,692,1190,757,0.581,0.402,0.179
Zr54Cu40Al6,-6.466345613,684,1216,741,0.56,0.39,0.203
Zr55Cu35Al10,-6.466345613,688,1144,767,0.601,0.419,0.146
Zr56Cu36Al8,-6.466345613,685,1212,747,0.565,0.394,0.195
Zr57Nb5Cu15.4Ni12.6Al10,-6.812474423,674,1115,,0.604,,
Zr57Ti5Al10Cu20Ni8,-6.399153005,676.7,1145.2,720,0.5909,0.39519,0.19701
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3,-6.812474423,666,1101,,0.605,,
Zr58Cu36Al6,-6.466345613,671,1245,724,0.539,0.378,0.226
Zr60Cu30Al10,-7.073409987,671,1151,748,0.583,0.411,0.161
Zr60Cu40Al10,-6.466345613,706,1123,,0.619,,
Zr63.8Al11.4Ni17.2Cu7.6,-7.496062822,671,1153,758,0.582,0.415570175,0.14947866
Zr64.5Al9.2Ni13.2Cu13.1,-7.496062822,658,1138,757,0.578,0.421492205,0.136481187
Zr64.8Al8.3Ni11.4Cu15.5,-7.307429458,653,1143,752,0.572,0.418708241,0.141179572
Zr65.3Al6.5Ni8.2Cu20,-7.167059444,640,1188,745,0.539,0.407549234,0.158841584
Zr65.5Al5.6Ni6.5Cu22.4,-7.167059444,630,1211,733,0.52023,0.39815,0.175070028
Zr65Al7.5Cu17.5Ni10,-7.307429458,656.5,1167.6,735.6,0.56226,0.40327,0.17266
Zr66Al8Cu12Ni14,-7.496062822,655.1,1172.1,732.5,0.55891,0.40089,0.17728
Zr66Al8Cu7Ni19,-7.813158278,662.3,1200.8,720.7,0.55155,0.38683,0.208
Zr66Al9Cu16Ni9,-7.307429458,657.2,1170.6,736.7,0.56142,0.40305,0.17297
