formula,main_element,PROPERTY: Trg,Logans_data,Glass forming ability
Al65Ni20Y15,Al,0,1,1
Al70Ni20Y10,Al,0,1,1
Al75Ni10Y15,Al,0,1,1
Al80Ni10Y10,Al,0,1,1
Al80Ni15Y5,Al,0,1,1
Al82Ni5Y13,Al,0,1,1
Al82Ni8Y10,Al,0,1,1
Al85Ni0Y15,Al,0,1,1
Al85Ni5Y10,Al,0,1,1
Al85Ni10Y5,Al,0,1,1
Al86Ni0Y14,Al,0,1,1
Al87Ni0Y13,Al,0,1,1
Al87Ni3Y10,Al,0,1,1
Al87Ni5Y8,Al,0,1,1
Al87Ni10Y3,Al,0,1,1
Al88Ni0Y12,Al,0,1,1
Al89Ni0Y11,Al,0,1,1
Al90Ni0Y10,Al,0,1,1
Al90Ni5Y5,Al,0,1,1
Al91Ni0Y9,Al,0,1,1
Al92Ni0Y8,Al,0,1,1
Al80Ni5Y15,Al,0,1,0
Al90Ni5Y5,Al,0,1,0
Al70Ni10Y20,Al,0,1,0
Al86Ni0Y14,Al,0,1,0
Al90Ni10Y0,Al,0,1,0
Al92Ni0Y8,Al,0,1,0
Al60Ni20Y20,Al,0,1,1
Al65Ni20Y15,Al,0,1,1
Al70Ni15Y15,Al,0,1,1
Al75Ni10Y15,Al,0,1,1
Al75Ni15Y10,Al,0,1,1
Al78Ni15Y7,Al,0,1,1
Al80Ni10Y10,Al,0,1,1
Al80Ni15Y5,Al,0,1,1
Al85Ni5Y10,Al,0,1,1
Al85Ni10Y5,Al,0,1,1
Al87Ni5Y8,Al,0,1,1
Al88Ni0Y12,Al,0,1,1
Al88Ni10Y2,Al,0,1,1
Al90Ni0Y10,Al,0,1,1
Al90Ni5Y5,Al,0,1,1
Al65Ni15Y20,Al,0,1,0
Al80Ni5Y15,Al,0,1,0
Al70Ni10Y20,Al,0,1,0
Al70Ni20Y10,Al,0,1,0
Al75Ni5Y20,Al,0,1,0
Al75Ni20Y5,Al,0,1,0
Al86Ni0Y14,Al,0,1,0
Al92Ni0Y8,Al,0,1,0
Al87Ni5Y8,Al,0,1,1
Al88Ni9Y3,Al,0,1,1
Al25Ni20Y55,Y,0,1,1
Al85Ni5Y10,Al,0,1,1
Al85Ni10Y5,Al,0,1,1
Al60Ni30Zr10,Al,0,1,1
Al65Ni20Zr15,Al,0,1,1
Al70Ni20Zr10,Al,0,1,1
Al80Ni15Zr5,Al,0,1,1
Al82Ni13Zr5,Al,0,1,1
Al83Ni10Zr7,Al,0,1,1
Al84Ni10Zr6,Al,0,1,1
Al85Ni10Zr5,Al,0,1,1
Al86Ni9Zr5,Al,0,1,1
Al86Ni10Zr4,Al,0,1,1
Al87Ni10Zr3,Al,0,1,1
Al70Ni15Zr15,Al,0,1,0
Al70Ni25Zr5,Al,0,1,0
Al82Ni10Zr8,Al,0,1,0
Al83Ni15Zr2,Al,0,1,0
Al87.5Ni7.5Zr5,Al,0,1,0
Al88Ni10Zr2,Al,0,1,0
Al55Ni30Zr15,Al,0,1,0
Al60Ni20Zr20,Al,0,1,0
Al0Ni36Zr64,Zr,0,1,1
Al5Ni34.2Zr60.8,Zr,0,1,1
Al10Ni32.4Zr57.6,Zr,0,1,1
Al15Ni30.6Zr54.4,Zr,0,1,1
Al20Ni28.8Zr51.2,Zr,0,1,1
Al25Ni27Zr48,Zr,0,1,1
Al0Ni20Zr80,Zr,0,1,1
Al0Ni30Zr70,Zr,0,1,1
Al0Ni40Zr60,Zr,0,1,1
Al0Ni50Zr50,Ni,0,1,1
Al0Ni60Zr40,Ni,0,1,1
Al0Ni65Zr35,Ni,0,1,1
Al5Ni15Zr80,Zr,0,1,1
Al5Ni20Zr75,Zr,0,1,1
Al5Ni25Zr70,Zr,0,1,1
Al5Ni30Zr65,Zr,0,1,1
Al5Ni35Zr60,Zr,0,1,1
Al5Ni40Zr55,Zr,0,1,1
Al5Ni45Zr50,Zr,0,1,1
Al5Ni50Zr45,Ni,0,1,1
Al5Ni55Zr40,Ni,0,1,1
Al5Ni60Zr35,Ni,0,1,1
Al5Ni65Zr30,Ni,0,1,1
Al10Ni10Zr80,Zr,0,1,1
Al10Ni15Zr75,Zr,0,1,1
Al10Ni20Zr70,Zr,0,1,1
Al10Ni25Zr65,Zr,0,1,1
Al10Ni30Zr60,Zr,0,1,1
Al10Ni35Zr55,Zr,0,1,1
Al10Ni40Zr50,Zr,0,1,1
Al10Ni50Zr40,Ni,0,1,1
Al10Ni55Zr35,Ni,0,1,1
Al10Ni60Zr30,Ni,0,1,1
Al15Ni5Zr80,Zr,0,1,1
Al15Ni10Zr75,Zr,0,1,1
Al15Ni15Zr70,Zr,0,1,1
Al15Ni20Zr65,Zr,0,1,1
Al15Ni25Zr60,Zr,0,1,1
Al15Ni30Zr55,Zr,0,1,1
Al15Ni35Zr50,Zr,0,1,1
Al15Ni40Zr45,Zr,0,1,1
Al15Ni45Zr40,Ni,0,1,1
Al15Ni50Zr35,Ni,0,1,1
Al15Ni55Zr30,Ni,0,1,1
Al20Ni10Zr70,Zr,0,1,1
Al20Ni15Zr65,Zr,0,1,1
Al20Ni20Zr60,Zr,0,1,1
Al20Ni25Zr55,Zr,0,1,1
Al20Ni30Zr50,Zr,0,1,1
Al20Ni35Zr45,Zr,0,1,1
Al20Ni40Zr40,Ni,0,1,1
Al20Ni45Zr35,Ni,0,1,1
Al20Ni50Zr30,Ni,0,1,1
Al25Ni5Zr70,Zr,0,1,1
Al25Ni10Zr65,Zr,0,1,1
Al25Ni15Zr60,Zr,0,1,1
Al25Ni20Zr55,Zr,0,1,1
Al25Ni25Zr50,Zr,0,1,1
Al25Ni30Zr45,Zr,0,1,1
Al25Ni35Zr40,Zr,0,1,1
Al25Ni40Zr35,Ni,0,1,1
Al25Ni45Zr30,Ni,0,1,1
Al30Ni15Zr55,Zr,0,1,1
Al30Ni20Zr50,Zr,0,1,1
Al30Ni25Zr45,Zr,0,1,1
Al30Ni30Zr40,Zr,0,1,1
Al30Ni35Zr35,Ni,0,1,1
Al30Ni40Zr30,Ni,0,1,1
Al35Ni20Zr45,Zr,0,1,1
Al35Ni35Zr30,Al,0,1,1
Al45Ni10Zr45,Al,0,1,1
Al60Ni20Zr20,Al,0,1,1
Al65Ni20Zr15,Al,0,1,1
Al70Ni20Zr10,Al,0,1,1
Al5Ni85Zr10,Ni,0,1,0
Al70Ni15Zr15,Al,0,1,0
Al70Ni25Zr5,Al,0,1,0
Al5Ni10Zr85,Zr,0,1,0
Al10Ni5Zr85,Zr,0,1,0
Al10Ni70Zr20,Ni,0,1,0
Al10Ni80Zr10,Ni,0,1,0
Al20Ni0Zr80,Zr,0,1,0
Al20Ni60Zr20,Ni,0,1,0
Al20Ni70Zr10,Ni,0,1,0
Al25Ni0Zr75,Zr,0,1,0
Al30Ni0Zr70,Zr,0,1,0
Al30Ni10Zr60,Zr,0,1,0
Al30Ni50Zr20,Ni,0,1,0
Al30Ni60Zr10,Ni,0,1,0
Al35Ni5Zr60,Zr,0,1,0
Al40Ni10Zr50,Zr,0,1,0
Al40Ni20Zr40,Al,0,1,0
Al40Ni30Zr30,Al,0,1,0
Al40Ni40Zr20,Al,0,1,0
Al40Ni50Zr10,Ni,0,1,0
Al50Ni10Zr40,Al,0,1,0
Al50Ni20Zr30,Al,0,1,0
Al50Ni30Zr20,Al,0,1,0
Al50Ni40Zr10,Al,0,1,0
Al60Ni10Zr30,Al,0,1,0
Al60Ni20Zr20,Al,0,1,0
Al70Ni10Zr20,Al,0,1,0
Al70Ni30Zr0,Al,0,1,0
Al80Ni10Zr10,Al,0,1,0
Al80Ni20Zr0,Al,0,1,0
Al90Ni5Zr5,Al,0,1,0
Al90Ni10Zr0,Al,0,1,0
Al0Ni36Zr64,Zr,0,1,1
Al5Ni34.2Zr60.8,Zr,0,1,1
Al10Ni32.4Zr57.6,Zr,0,1,1
Al0Ni18Zr82,Zr,0,1,1
Al0Ni20Zr80,Zr,0,1,1
Al0Ni68Zr32,Ni,0,1,1
Al1Ni16Zr83,Zr,0,1,1
Al2Ni14Zr84,Zr,0,1,1
Al2Ni66Zr32,Ni,0,1,1
Al4Ni12Zr84,Zr,0,1,1
Al5Ni10Zr85,Zr,0,1,1
Al6Ni64Zr30,Ni,0,1,1
Al8Ni8Zr84,Zr,0,1,1
Al9Ni62Zr29,Ni,0,1,1
Al11Ni6Zr83,Zr,0,1,1
Al11Ni60Zr29,Ni,0,1,1
Al13Ni58Zr29,Ni,0,1,1
Al14Ni4Zr82,Zr,0,1,1
Al16Ni56Zr28,Ni,0,1,1
Al18Ni2Zr80,Zr,0,1,1
Al18Ni54Zr28,Ni,0,1,1
Al20Ni2Zr78,Zr,0,1,1
Al20Ni52Zr28,Ni,0,1,1
Al22Ni2Zr76,Zr,0,1,1
Al22Ni50Zr28,Ni,0,1,1
Al24Ni2Zr74,Zr,0,1,1
Al24Ni48Zr28,Ni,0,1,1
Al26Ni4Zr70,Zr,0,1,1
Al26Ni8Zr66,Zr,0,1,1
Al26Ni46Zr28,Ni,0,1,1
Al27Ni6Zr67,Zr,0,1,1
Al27Ni10Zr63,Zr,0,1,1
Al28Ni12Zr60,Zr,0,1,1
Al28Ni44Zr28,Ni,0,1,1
Al30Ni14Zr56,Zr,0,1,1
Al30Ni42Zr28,Ni,0,1,1
Al32Ni16Zr52,Zr,0,1,1
Al32Ni20Zr48,Zr,0,1,1
Al32Ni40Zr28,Ni,0,1,1
Al33Ni22Zr45,Zr,0,1,1
Al33Ni38Zr29,Ni,0,1,1
Al34Ni20Zr46,Zr,0,1,1
Al34Ni24Zr42,Zr,0,1,1
Al34Ni34Zr32,Al,0,1,1
Al34Ni36Zr30,Ni,0,1,1
Al35Ni26Zr39,Zr,0,1,1
Al35Ni32Zr33,Al,0,1,1
Al36Ni28Zr36,Al,0,1,1
Al36Ni30Zr34,Al,0,1,1
Al57Ni26Zr17,Al,0,1,1
Al57Ni28Zr15,Al,0,1,1
Al57Ni30Zr13,Al,0,1,1
Al57Ni32Zr11,Al,0,1,1
Al58Ni32Zr10,Al,0,1,1
Al59Ni24Zr17,Al,0,1,1
Al59Ni32Zr9,Al,0,1,1
Al60Ni22Zr18,Al,0,1,1
Al62Ni20Zr18,Al,0,1,1
Al62Ni30Zr8,Al,0,1,1
Al64Ni28Zr8,Al,0,1,1
Al65Ni18Zr17,Al,0,1,1
Al66Ni26Zr8,Al,0,1,1
Al68Ni24Zr8,Al,0,1,1
Al70Ni16Zr14,Al,0,1,1
Al70Ni22Zr8,Al,0,1,1
Al73Ni20Zr7,Al,0,1,1
Al74Ni14Zr12,Al,0,1,1
Al76Ni18Zr6,Al,0,1,1
Al78Ni12Zr10,Al,0,1,1
Al79Ni16Zr5,Al,0,1,1
Al81Ni10Zr9,Al,0,1,1
Al82Ni14Zr4,Al,0,1,1
Al84Ni8Zr8,Al,0,1,1
Al86Ni12Zr2,Al,0,1,1
Al88Ni7Zr5,Al,0,1,1
Al88Ni10Zr2,Al,0,1,1
Al89Ni9Zr2,Al,0,1,1
Al20Ni25Zr55,Zr,0,1,1
Al10Ni25Zr65,Zr,0,1,1
Al0Ni90Zr10,Ni,0,1,1
Al2Ni88Zr10,Ni,0,1,1
Al5Ni85Zr10,Ni,0,1,1
Al0Ni90Zr10,Ni,0,1,0
Al5Ni85Zr10,Ni,0,1,0
Al10Ni80Zr10,Ni,0,1,0
Al15Ni75Zr10,Ni,0,1,0
Al15Ni25Zr60,Zr,0,1,1
Al0Si13Zr87,Zr,0,1,1
Al0Si15Zr85,Zr,0,1,1
Al0Si17Zr83,Zr,0,1,1
Al8Si7Zr85,Zr,0,1,1
Au22.5B10Er67.5,Er,0,1,1
Au22.5B10Gd67.5,Gd,0,1,1
Au25B0Gd75,Gd,0,1,1
Au18B10Pr72,Pr,0,1,1
Au22.5B10Pr67.5,Pr,0,1,1
Al22.5B10Tb67.5,Tb,0,1,1
Al25B0Tb75,Tb,0,1,1
Au22.75Cu68.25La9,Cu,0,1,1
Au44.5Cu44.5La11,Au,0,1,1
Au45Cu45La10,Au,0,1,1
Au45.5Cu45.5La9,Au,0,1,1
Au54.6Cu36.4La9,Au,0,1,1
Au0Cu30Mg70,Mg,0,1,1
Au1Cu29Mg70,Mg,0,1,1
Au3Cu27Mg70,Mg,0,1,1
Au9Cu21Mg70,Mg,0,1,1
Au76.89Ge13.66Si9.45,Au,0,1,1
Au77Ge14Si9,Au,0,1,1
Au53.2Pb27.5Sb19.3,Au,0,1,1
Au55Pb22.5Sb22.5,Au,0,1,1
Au0Pd79Si21,Pd,0,1,1
Au0Pd80Si20,Pd,0,1,1
Au0Pd82Si18,Pd,0,1,1
Au0Pd84Si16,Pd,0,1,1
Au0Pd85Si15,Pd,0,1,1
Au3.5Pd80Si16.5,Pd,0,1,1
Au3.5Pd80.5Si16,Pd,0,1,1
Au4Pd75Si21,Pd,0,1,1
Au4Pd76Si20,Pd,0,1,1
Au4Pd78Si18,Pd,0,1,1
Au4Pd79Si17,Pd,0,1,1
Au4Pd81Si15,Pd,0,1,1
Au6Pd78Si16,Pd,0,1,1
Au7Pd73Si20,Pd,0,1,1
Au9Pd75Si16,Pd,0,1,1
Au12Pd68Si20,Pd,0,1,1
Au12Pd71Si17,Pd,0,1,1
Au66Pd16Si18,Au,0,1,1
Au7.5Pd76Si16.5,Pd,0,1,1
Au4Pd79.5Si16.5,Pd,0,1,1
Au1.7Pd81.8Si16.5,Pd,0,1,1
Au4.2Pd79.3Si16.5,Pd,0,1,1
Au6.7Pd76.8Si16.5,Pd,0,1,1
Au10Pd73.5Si16.5,Pd,0,1,1
Au12.5Pd71Si16.5,Pd,0,1,1
Au15Pd68.5Si16.5,Pd,0,1,1
Au20.9Pd62.6Si16.5,Pd,0,1,0
Au0Pd82Si18,Pd,0,1,1
Au0Pd83.5Si16.5,Pd,0,1,1
Au1Pd81Si18,Pd,0,1,1
Au2Pd80Si18,Pd,0,1,1
Au2Pd81.5Si16.5,Pd,0,1,1
Au3Pd79Si18,Pd,0,1,1
Au3Pd80.5Si16.5,Pd,0,1,1
Au4Pd78Si18,Pd,0,1,1
Au4Pd79.5Si16.5,Pd,0,1,1
Au5Pd78.5Si16.5,Pd,0,1,1
Au6Pd76Si18,Pd,0,1,1
Au6Pd77.5Si16.5,Pd,0,1,1
Au7Pd76.5Si16.5,Pd,0,1,1
Au10Pd72Si18,Pd,0,1,1
Au10Pd73.5Si16.5,Pd,0,1,1
Au2Pd80Si18,Pd,0,1,1
Au4Pd78Si18,Pd,0,1,1
Au6Pd76Si18,Pd,0,1,1
Au8Pd74Si18,Pd,0,1,1
Au0Pd82Si18,Pd,0,1,1
Au1Pd81Si18,Pd,0,1,1
Au2Pd80Si18,Pd,0,1,1
Au3Pd79Si18,Pd,0,1,1
Au4Pd78Si18,Pd,0,1,1
Au5Pd77Si18,Pd,0,1,1
Au6Pd76Si18,Pd,0,1,1
Au7Pd75Si18,Pd,0,1,1
Au8Pd74Si18,Pd,0,1,1
B10Be20Fe70,Fe,0,1,1
B20Be0Fe80,Fe,0,1,1
B12C12Co76,Co,0,1,1
B16C4Co80,Co,0,1,1
B16C8Co76,Co,0,1,1
B16C12Co72,Co,0,1,1
B17C0Co83,Co,0,1,1
B20C4Co76,Co,0,1,1
B20C8Co72,Co,0,1,1
B20C12Co68,Co,0,1,1
B20C16Co64,Co,0,1,1
B20C20Co60,Co,0,1,1
B24C4Co72,Co,0,1,1
B24C8Co68,Co,0,1,1
B24C12Co64,Co,0,1,1
B24C16Co60,Co,0,1,1
B24C20Co56,Co,0,1,1
B28C4Co68,Co,0,1,1
B28C8Co64,Co,0,1,1
B28C12Co60,Co,0,1,1
B28C16Co56,Co,0,1,1
B29C0Co71,Co,0,1,1
B32C2Co66,Co,0,1,1
B32C4Co64,Co,0,1,1
B32C8Co60,Co,0,1,1
B32C12Co56,Co,0,1,1
B32C16Co52,Co,0,1,1
B35C0Co65,Co,0,1,1
B36C2Co62,Co,0,1,1
B36C4Co60,Co,0,1,1
B41C0Co59,Co,0,1,1
B8C12Co80,Co,0,1,0
B12C4Co84,Co,0,1,0
B12C8Co80,Co,0,1,0
B12C16Co72,Co,0,1,0
B16C16Co68,Co,0,1,0
B16C20Co64,Co,0,1,0
B28C20Co52,Co,0,1,0
B40C2Co58,Co,0,1,0
B8C4Co88,Co,0,1,0
B8C8Co84,Co,0,1,0
B15C0Co85,Co,0,1,0
B30C0Co70,Co,0,1,0
B32C20Co48,Co,0,1,0
B34C0Co66,Co,0,1,0
B36C8Co56,Co,0,1,0
B36C12Co52,Co,0,1,0
B36C16Co48,Co,0,1,0
B12C12Co76,Co,0,1,1
B16C12Co72,Co,0,1,1
B24C4Co72,Co,0,1,1
B24C12Co64,Co,0,1,1
B24C16Co60,Co,0,1,1
B24C20Co56,Co,0,1,1
B28C12Co60,Co,0,1,1
B7C7Fe86,Fe,0,1,1
B8C7Fe85,Fe,0,1,1
B8C9Fe83,Fe,0,1,1
B9C9Fe82,Fe,0,1,1
B10C5Fe85,Fe,0,1,1
B10C7Fe83,Fe,0,1,1
B10C9Fe81,Fe,0,1,1
B11C5Fe84,Fe,0,1,1
B11C7Fe82,Fe,0,1,1
B11C9Fe80,Fe,0,1,1
B12C3Fe85,Fe,0,1,1
B12C5Fe83,Fe,0,1,1
B12C7Fe81,Fe,0,1,1
B12C9Fe79,Fe,0,1,1
B14C3Fe83,Fe,0,1,1
B14C5Fe81,Fe,0,1,1
B14C7Fe79,Fe,0,1,1
B15C5Fe80,Fe,0,1,1
B16C3Fe81,Fe,0,1,1
B17C5Fe78,Fe,0,1,1
B18C3Fe79,Fe,0,1,1
B9C11Fe80,Fe,0,1,1
B11C9Fe80,Fe,0,1,1
B13C7Fe80,Fe,0,1,1
B15C5Fe80,Fe,0,1,1
B16C4Fe80,Fe,0,1,1
B17C3Fe80,Fe,0,1,1
B10C10Fe80,Fe,0,1,1
B13C7Fe80,Fe,0,1,1
B20C0Fe80,Fe,0,1,1
B18C2Fe80,Fe,0,1,1
B19C0Fe81,Fe,0,1,1
B14C5Ni81,Ni,0,1,1
B16C2Ni82,Ni,0,1,1
B16C4Ni80,Ni,0,1,1
B16C6Ni78,Ni,0,1,1
B16C8Ni76,Ni,0,1,1
B16C10Ni74,Ni,0,1,1
B18C12Ni70,Ni,0,1,1
B18C16Ni66,Ni,0,1,1
B20C2Ni78,Ni,0,1,1
B20C12Ni68,Ni,0,1,1
B20C16Ni64,Ni,0,1,1
B22C10Ni68,Ni,0,1,1
B22C12Ni66,Ni,0,1,1
B22C14Ni64,Ni,0,1,1
B22C18Ni60,Ni,0,1,1
B24C8Ni68,Ni,0,1,1
B26C6Ni68,Ni,0,1,1
B26C12Ni62,Ni,0,1,1
B26C14Ni60,Ni,0,1,1
B28C0Ni72,Ni,0,1,1
B28C2Ni70,Ni,0,1,1
B28C4Ni68,Ni,0,1,1
B28C6Ni66,Ni,0,1,1
B28C8Ni64,Ni,0,1,1
B28C10Ni62,Ni,0,1,1
B28C16Ni56,Ni,0,1,1
B30C12Ni58,Ni,0,1,1
B34C0Ni66,Ni,0,1,1
B34C6Ni60,Ni,0,1,1
B34C10Ni56,Ni,0,1,1
B34C12Ni54,Ni,0,1,1
B34C14Ni52,Ni,0,1,1
B38C0Ni62,Ni,0,1,1
B38C6Ni56,Ni,0,1,1
B38C10Ni52,Ni,0,1,1
B38C12Ni50,Ni,0,1,1
B38C14Ni48,Ni,0,1,1
B40C2Ni58,Ni,0,1,1
B40C8Ni52,Ni,0,1,1
B42C0Ni58,Ni,0,1,1
B42C2Ni56,Ni,0,1,1
B42C8Ni50,Ni,0,1,1
B42C10Ni48,Ni,0,1,1
B42C12Ni46,Ni,0,1,1
B42C14Ni44,Ni,0,1,1
B42C16Ni42,B,0,1,1
B46C12Ni42,B,0,1,1
B46C20Ni34,B,0,1,1
B50C12Ni38,B,0,1,1
B50C20Ni30,B,0,1,1
B55C8Ni37,B,0,1,1
B55C12Ni33,B,0,1,1
B55C16Ni29,B,0,1,1
B59C4Ni37,B,0,1,1
B11.5C10Ni78.5,Ni,0,1,0
B13C10Ni77,Ni,0,1,0
B13C12Ni75,Ni,0,1,0
B14C20Ni66,Ni,0,1,0
B15C12Ni73,Ni,0,1,0
B17C8Ni75,Ni,0,1,0
B17C16Ni67,Ni,0,1,0
B22C8Ni70,Ni,0,1,0
B26C4Ni70,Ni,0,1,0
B40C6Ni54,Ni,0,1,0
B50C8Ni42,B,0,1,0
B0C5Ni95,Ni,0,1,0
B0C10Ni90,Ni,0,1,0
B0C15Ni85,Ni,0,1,0
B0C20Ni80,Ni,0,1,0
B5C0Ni95,Ni,0,1,0
B5C5Ni90,Ni,0,1,0
B5C15Ni80,Ni,0,1,0
B5C20Ni75,Ni,0,1,0
B10C5Ni85,Ni,0,1,0
B10C8Ni82,Ni,0,1,0
B10C10Ni80,Ni,0,1,0
B10C15Ni75,Ni,0,1,0
B10C20Ni70,Ni,0,1,0
B12C6Ni82,Ni,0,1,0
B14C2Ni84,Ni,0,1,0
B14C16Ni70,Ni,0,1,0
B16C0Ni84,Ni,0,1,0
B18C0Ni82,Ni,0,1,0
B18C6Ni76,Ni,0,1,0
B20C0Ni80,Ni,0,1,0
B20C6Ni74,Ni,0,1,0
B20C8Ni72,Ni,0,1,0
B22C0Ni78,Ni,0,1,0
B22C2Ni76,Ni,0,1,0
B22C5Ni73,Ni,0,1,0
B24C0Ni76,Ni,0,1,0
B24C4Ni72,Ni,0,1,0
B26C0Ni74,Ni,0,1,0
B26C2Ni72,Ni,0,1,0
B40C4Ni56,Ni,0,1,0
B41C6Ni53,Ni,0,1,0
B42C0Ni58,Ni,0,1,0
B42.5C2.5Ni55,Ni,0,1,0
B44C2.5Ni53.5,Ni,0,1,0
B46C0Ni54,Ni,0,1,0
B46C4Ni50,Ni,0,1,0
B46C8Ni46,B,0,1,0
B48C0Ni52,Ni,0,1,0
B50C4Ni46,B,0,1,0
B54C0Ni46,B,0,1,0
B58C4Ni38,B,0,1,0
B20Co30Cr50,Cr,0,1,1
B20Co35Cr45,Cr,0,1,1
B20Co40Cr40,Co,0,1,1
B20Co50Cr30,Co,0,1,1
B20Co55Cr25,Co,0,1,1
B20Co60Cr20,Co,0,1,1
B20Co72Cr8,Co,0,1,1
B20Co80Cr0,Co,0,1,1
B20Co30Cr50,Cr,0,1,1
B20Co35Cr45,Cr,0,1,1
B20Co40Cr40,Co,0,1,1
B20Co50Cr30,Co,0,1,1
B20Co55Cr25,Co,0,1,1
B20Co60Cr20,Co,0,1,1
B20Co65Cr15,Co,0,1,1
B20Co70Cr10,Co,0,1,1
B20Co72Cr8,Co,0,1,1
B20Co80Cr0,Co,0,1,1
B18.5Co81.5Cr0,Co,0,1,1
B20Co80Cr0,Co,0,1,1
B25Co67.5Cr7.5,Co,0,1,1
B25Co75Cr0,Co,0,1,1
B30Co70Cr0,Co,0,1,1
B35Co65Cr0,Co,0,1,1
B40Co60Cr0,Co,0,1,1
B20Co0Fe80,Fe,0,1,1
B20Co74Fe6,Co,0,1,1
B20Co0Fe80,Fe,0,1,1
B20Co10Fe70,Fe,0,1,1
B20Co20Fe60,Fe,0,1,1
B20Co30Fe50,Fe,0,1,1
B20Co40Fe40,Co,0,1,1
B20Co50Fe30,Co,0,1,1
B20Co60Fe20,Co,0,1,1
B20Co70Fe10,Co,0,1,1
B20Co80Fe0,Co,0,1,1
B16Co0Fe84,Fe,0,1,1
B17Co10Fe73,Fe,0,1,1
B20Co5Fe75,Fe,0,1,1
B20Co10Fe70,Fe,0,1,1
B20Co20Fe60,Fe,0,1,1
B20Co30Fe50,Fe,0,1,1
B20Co40Fe40,Co,0,1,1
B20Co60Fe20,Co,0,1,1
B20Co80Fe0,Co,0,1,1
B20Co75Fe5,Co,0,1,1
B17Co1Fe82,Fe,0,1,1
B17Co2Fe81,Fe,0,1,1
B17Co3Fe80,Fe,0,1,1
B17Co4Fe79,Fe,0,1,1
B17Co6Fe77,Fe,0,1,1
B17Co7.5Fe75.5,Fe,0,1,1
B17Co11.5Fe71.5,Fe,0,1,1
B17Co16.5Fe66.5,Fe,0,1,1
B17Co19Fe64,Fe,0,1,1
B17Co22Fe61,Fe,0,1,1
B17Co25Fe58,Fe,0,1,1
B17Co33Fe50,Fe,0,1,1
B17Co41.5Fe41.5,Co,0,1,1
B17Co54Fe29,Co,0,1,1
B17Co66.5Fe16.5,Co,0,1,1
B20Co75Fe5,Co,0,1,1
B9Co0Fe91,Fe,0,1,1
B9Co85Fe6,Co,0,1,1
B17Co0Fe83,Fe,0,1,1
B17Co41.5Fe41.5,Co,0,1,1
B17Co62Fe21,Co,0,1,1
B17Co75Fe8,Co,0,1,1
B17Co77Fe6,Co,0,1,1
B25Co0Fe75,Fe,0,1,1
B25Co70Fe5,Co,0,1,1
B19Co0Fe81,Fe,0,1,1
B20Co5Fe75,Fe,0,1,1
B19Co0Fe81,Fe,0,1,1
B20Co4Fe76,Fe,0,1,1
B11Co89Mn0,Co,0,1,1
B12Co52.8Mn35.2,Co,0,1,1
B12Co53Mn35,Co,0,1,1
B12Co57Mn31,Co,0,1,1
B12Co61.6Mn26.4,Co,0,1,1
B12Co62Mn26,Co,0,1,1
B12Co70.4Mn17.6,Co,0,1,1
B12Co70.5Mn17.5,Co,0,1,1
B12Co79Mn9,Co,0,1,1
B12Co88Mn0,Co,0,1,1
B16Co50.4Mn33.6,Co,0,1,1
B16Co50.5Mn33.5,Co,0,1,1
B16Co54.5Mn29.5,Co,0,1,1
B16Co58.8Mn25.2,Co,0,1,1
B16Co59Mn25,Co,0,1,1
B16Co67Mn17,Co,0,1,1
B16Co67.2Mn16.8,Co,0,1,1
B16Co75Mn9,Co,0,1,1
B16Co75.6Mn8.4,Co,0,1,1
B16Co84Mn0,Co,0,1,1
B20Co48Mn32,Co,0,1,1
B20Co48Mn32,Co,0,1,1
B20Co52Mn28,Co,0,1,1
B20Co56Mn24,Co,0,1,1
B20Co56Mn24,Co,0,1,1
B20Co64Mn16,Co,0,1,1
B20Co64Mn16,Co,0,1,1
B20Co72Mn8,Co,0,1,1
B20Co72Mn8,Co,0,1,1
B20Co80Mn0,Co,0,1,1
B24Co45.5Mn30.5,Co,0,1,1
B24Co49.4Mn26.6,Co,0,1,1
B24Co49.5Mn26.5,Co,0,1,1
B24Co53Mn23,Co,0,1,1
B24Co53.2Mn22.8,Co,0,1,1
B24Co60.8Mn15.2,Co,0,1,1
B24Co61Mn15,Co,0,1,1
B24Co68Mn8,Co,0,1,1
B24Co68.4Mn7.6,Co,0,1,1
B24Co76Mn0,Co,0,1,1
B28Co43Mn29,Co,0,1,1
B28Co43.2Mn28.8,Co,0,1,1
B28Co47Mn25,Co,0,1,1
B28Co50Mn22,Co,0,1,1
B28Co50.4Mn21.6,Co,0,1,1
B28Co57.6Mn14.4,Co,0,1,1
B28Co58Mn14,Co,0,1,1
B28Co64.8Mn7.2,Co,0,1,1
B28Co65Mn7,Co,0,1,1
B28Co72Mn0,Co,0,1,1
B32Co41Mn27,Co,0,1,1
B32Co44Mn24,Co,0,1,1
B32Co46.4Mn21.6,Co,0,1,1
B32Co47Mn21,Co,0,1,1
B32Co54.4Mn13.6,Co,0,1,1
B32Co54.5Mn13.5,Co,0,1,1
B32Co61Mn7,Co,0,1,1
B32Co68Mn0,Co,0,1,1
B12Co48Mn40,Co,0,1,1
B12Co53Mn35,Co,0,1,1
B12Co61Mn27,Co,0,1,1
B12Co68Mn20,Co,0,1,1
B12Co70Mn18,Co,0,1,1
B16Co50Mn34,Co,0,1,1
B16Co54.5Mn29.5,Co,0,1,1
B16Co59Mn25,Co,0,1,1
B16Co67Mn17,Co,0,1,1
B16Co84Mn0,Co,0,1,1
B20Co40Mn40,Co,0,1,1
